cdi,pl,lo,pn,ld,t,cb,ct,c,fr,hr,lc,lt,situation,id
"7045849750675","Road Risks","open","$@C #L#$Y@#05!2!@5!@8!3$F !W","04.08.2021","16.05.2024 15:31:30","Edinburgh Equity Exchange","medium","EUR","unknown","phone","I thought it would be funny to dress up as a scarecrow and surprise my friends in the garden, but I ended up scaring away the birds and ruining the plants.","motor","ENG","21.08.2023 21:45:44"
"4481793906733","Road Risks","open"," $C @L$Y!5 2!@89!#2#@6@$HN","","18.04.2027 17:46:20","Glasgow Gatekeepers","high","EUR","not applicable","phone","I thought it would be entertaining to have a water balloon fight in the living room, but we ended up causing a small flood.","motor","NIR","22.08.2023 21:45:44"
"7761661472993","Personal Auto Line","open","C! L#$Y$ 360$!2@ 2@#8 $A!$H","23.02.2019","20.07.2028 14:38:54","Edinburgh Equity Partners","medium","GBP","unknown","phone","I decided to test the flotation capabilities of my inflatable pool toys by using them in a regular swimming pool, only to discover they were not designed for it and promptly deflated.","motor","ENG","22.08.2023 21:45:44"
"996435934143","Road Risks",""," !CL #Y2@ 6@!1$@8#@1#@8J#$N","27.01.2020","10.07.2027 05:20:42","Glasgow Growth Securities","low","GBP","non-fault","phone","I decided to test the limits of a bungee cord by attaching it to my shopping cart and attempting to bungee jump off a bridge, resulting in a torn cart and a very confused cashier.","motor","NIR","22.08.2023 21:45:44"
"8595158177723","Commercial Auto Line","open","#C L# Y@$7@#74$ 7 91A@ G","09.11.2022","22.06.2028 12:46:41","Aberdeen Asset Management","high","EUR","unknown","phone","While attempting to balance on a soccer ball, I lost my footing and crashed into a stack of pizza boxes.","motor","ENG","22.08.2023 21:45:44"
"2402586961129","","closed","C L$Y!$13$0# 0 !9$#3! G@!K","06.10.2019","","Oxfordshire Options","high","EUR","fault","web","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","WAL","22.08.2023 21:45:44"
"4594363264790","Property","closed","@C!#L !Y7!$2# 9!4! 38D @O","22.05.2020","","Liverpool Loan Traders","high","GBP","","other","I thought it would be entertaining to try juggling eggs, but they slipped out of my hands and made a mess all over the kitchen floor.","motor","NIR","22.08.2023 21:45:44"
"4968440894436","Commercial Auto Line","open"," #CLY45@#7#$9@!9!@0!@J!@T","27.10.2019","13.04.2025 14:31:37","Cambridge Corporate Finance","medium","GBP","fault","mail","I decided to test the strength of a piñata by using a baseball bat, but I swung too hard and accidentally hit my neighbor's car.","motor","SCO","22.08.2023 21:45:44"
"1912001509063","Commercial Auto Line","closed"," @CLY1!@274$4$2 Y $K","25.06.2021","27.03.2024 02:56:56","Newcastle Securities","low","EUR","not applicable","phone","While trying to take a selfie with a statue, I accidentally knocked it over and broke it into pieces.","motor","SCO","22.08.2023 21:45:44"
"9617610162528","Property","open","#@C#!L!$Y@#3#@09@1#$6 @4#$FD","20.04.2021","16.02.2026 13:49:19","Birmingham Bond Advisors","medium","GBP","fault","mail","I decided to test the sharpness of a kitchen knife by attempting to slice a watermelon held in my hand, resulting in a trip to the emergency room.","motor","WAL","22.08.2023 21:45:44"
"5123805347115","Commercial Auto Line","open","#!C @L#Y$@20! 3!#2@!2 $4#@K#@S","18.06.2019","16.05.2027 08:06:31","Cambridge Capital Solutions","low","GBP","unknown","phone","I decided to test the heat resistance of my hairdryer by pointing it at a lit candle, resulting in a singed hairstyle and a burnt hairdryer.","motor","SCO","22.08.2023 21:45:44"
"5533890579040","","","# C#LY9 !58@8!@7 $6!@H#@Y","17.12.2021","19.05.2026 16:55:31","Edinburgh Earnings Advisors","high","EUR","not applicable","phone","While attempting to fix a leaky faucet, I accidentally broke the handle and water started spraying everywhere.","motor","NIR","22.08.2023 21:45:44"
"6128167597461","Commercial Auto Line","closed","C$!L@Y!#2 !8 @06@$8!$6!$C#@Q","","14.01.2026 00:19:59","Birmingham Bond Market","high","GBP","fault","phone","I decided to test the strength of a hammock by jumping onto it from a tree branch, only to have it rip and send me crashing to the ground.","motor","NIR","22.08.2023 21:45:44"
"2449592196318","Road Risks","closed","C#!L@$Y @9#0!@8#60@6D@!Z","11.10.2021","03.06.2024 03:01:48","Southampton Securities","high","GBP","non-fault","web","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","NIR","22.08.2023 21:45:44"
"5355657976254","Road Risks","open","C!LY7$#55 $0@$82$!YD","26.09.2021","16.07.2028 11:41:02","Edinburgh Equity Exchange","medium","GBP","unknown","web","While attempting to capture a spider in my house, I accidentally knocked over a shelf, causing a chain reaction that toppled multiple shelves.","motor","ENG","22.08.2023 21:45:44"
"7651985627680","Property","closed"," !C!L #Y!$505@ 0#$5 $9 !PJ","04.05.2021","07.01.2028 21:59:14","Belfast Business Brokers","high","GBP","unknown","mail","I thought it would be funny to try tightrope walking between two trees in the park, but I ended up slipping and falling into a pond.","property","SCO","22.08.2023 21:45:44"
"3705821902000","Road Risks","open","$@C !LY$8# 3@5@#2 #3$#7@$FV","03.01.2021","20.09.2024 03:16:45","Dundee Investment Services","high","GBP","non-fault","phone","I decided to test the stickiness of super glue by repairing my broken glasses, only to glue them to my forehead.","motor","SCO","22.08.2023 21:45:44"
"8418010693329","Property","closed","!C$#LY !8! 6#$0 @82$@9$U !Q","25.12.2018","18.09.2027 11:18:14","Aberdeen Asset Management","medium","GBP","non-fault","phone","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","","22.08.2023 21:45:44"
"7405739896217","Road Risks","closed","CL@$Y4 15@#88$!9! G! D","12.07.2020","13.12.2027 07:15:01","Cardiff Investment Group","low","EUR","not applicable","web","","motor","ENG","22.08.2023 21:45:44"
"7304436218517","Commercial Auto Line","open","C $L@ Y@!8!@5$@82$ 6 @1#BD","18.12.2022","29.08.2025 00:25:20","Cambridge Corporate Finance","low","EUR","not applicable","phone","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","ENG","22.08.2023 21:45:44"
"9436948493791","Road Risks","closed","#@C!L #Y @7!@9#45@96@#V@#F","","22.11.2023 08:48:06","Manchester Money Managers","high","GBP","unknown","web","I decided to test the flotation capabilities of my inflatable pool toys by using them in a regular swimming pool, only to discover they were not designed for it and promptly deflated.","motor","ENG","22.08.2023 21:45:44"
"1551463185649","Commercial Auto Line","closed","! C!$L! Y0!5!#19#04$#OR","21.02.2020","05.06.2025 08:30:37","Cambridge Capital Solutions","medium","EUR","not applicable","web","I decided to test the strength of a ladder by standing on the very top rung, resulting in a toppled ladder and a bruised ego.","motor","WAL","22.08.2023 21:45:44"
"4575225865781","","","C!$LY4 $442#@8# 8U P","06.03.2023","10.06.2028 23:36:05","Manchester Money Lenders","medium","GBP","","phone","I decided to test the slipperiness of a banana peel by stepping on it, but it sent me sliding across the floor and crashing into a bookshelf.","motor","NIR","22.08.2023 21:45:44"
"3635353568949","Property","","!#CL @Y$7$8$ 7@!6! 6!#2T !R","04.05.2019","01.07.2026 12:02:17","Birmingham Bond Advisors","","EUR","fault","web","I decided to test the strength of a piñata by using a baseball bat, but I swung too hard and accidentally hit my neighbor's car.","motor","","22.08.2023 21:45:44"
"5796022555993","Personal Auto Line","closed","$ C@#L !Y 9$@7$@1#!6!1@ 5#@P !Y","06.09.2020","23.11.2023 05:09:00","Cardiff Capital Consultants","","EUR","","other","I decided to test the stickiness of super glue by repairing my broken glasses, only to glue them to my forehead.","motor","ENG","22.08.2023 21:45:44"
"8550027333737","Commercial Auto Line","open","$C @L@$Y@!4!65!$17$#2 #R!F","15.02.2021","29.10.2026 11:56:35","Oxfordshire Options Trading","high","GBP","not applicable","phone","","motor","WAL","22.08.2023 21:45:44"
"632626113661","Personal Auto Line","closed","#!C@!L#!Y!$32429@#6#!D$#E","04.03.2020","24.06.2026 02:44:40","Oxfordshire Brokers","medium","GBP","unknown","phone","I decided to test the durability of a new pair of shoes by wearing them during a muddy obstacle course race, only to have them completely ruined by the end.","motor","SCO","22.08.2023 21:45:44"
"979049174349","Commercial Auto Line","open","!#C$!L$#Y58@#9 4$ 2$3 #W#N","02.12.2021","26.12.2025 01:47:39","Glasgow Glen Securities","high","GBP","not applicable","phone","I decided to test the stickiness of super glue by attempting to repair my broken glasses, only to glue them to my forehead.","motor","NIR","22.08.2023 21:45:44"
"1499592046638","Road Risks","open","#$C$#L #Y#$0# 3@!49# 64F!D","01.08.2018","10.05.2027 13:24:46","Sussex Stockbrokers","low","GBP","fault","phone","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","SCO","22.08.2023 21:45:44"
"7643298616338","Personal Auto Line","","# C$ LY #9@ 2@!1$ 4@#5 3#@FG","19.08.2020","22.04.2028 23:25:24","Belfast Brokers","medium","GBP","non-fault","web","While attempting to do a handstand on a yoga ball, I lost my balance and crashed into a set of dumbbells.","property","SCO","22.08.2023 21:45:44"
"4488575917054","Property","open"," !C@#L#$Y#$9$@55!#6#!1! 6X#$T","31.03.2023","","Southampton Stockbrokers","medium","EUR","","phone","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","ENG","22.08.2023 21:45:44"
"815834600115","Road Risks","open","#$C#L$Y!$1 49 8!@6 $0!@B@!J","13.08.2020","28.03.2025 19:13:55","Newcastle National Bank","low","EUR","fault","mail","While attempting to fix a leaky roof, I accidentally stepped on a weak spot and fell through the ceiling, landing in the living room.","motor","SCO","22.08.2023 21:45:44"
"242159531690","Property","open","!#C@L Y4#@0 #6!@61#!9S!#Y","27.07.2020","18.03.2024 22:31:52","Nottinghamshire Investment Bank","high","EUR","unknown","web","While trying to balance on a tightrope, I lost my footing and crashed into a picnic table full of food.","motor","SCO","22.08.2023 21:45:44"
"8562924114398","Personal Auto Line","closed","# C!@L@Y!@0@2!#4@!57$6$#Z$#W","27.10.2020","22.06.2026 05:08:38","Dundee Investment Services","high","GBP","fault","phone","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","WAL","22.08.2023 21:45:44"
"286845730612","Property","closed"," !C@L@Y6 !3! 8# 8#$0#6LL","03.03.2019","17.07.2026 00:59:13","Cardiff Capital Market Solutions","high","EUR","fault","phone","I thought it would be funny to try tightrope walking between two trees in the park, but I ended up slipping and falling into a pond.","motor","WAL","22.08.2023 21:45:44"
"9273592671869","Road Risks","open","!C#LY#8#$67@17 !8@$UK","05.05.2023","29.09.2025 06:41:48","Dundee Derivatives Exchange","medium","EUR","unknown","phone","I decided to test the heat resistance of my hairdryer by pointing it at a lit candle, resulting in a singed hairstyle and a burnt hairdryer.","","NIR","22.08.2023 21:45:44"
"7730496731502","Road Risks","closed","$@C$ L!@Y$2@$8!@31#@9!#8$@Q Q","30.01.2022","16.05.2027 21:21:00","Cambridge Corporate Finance","low","EUR","non-fault","phone","While attempting to climb a tree to rescue a stranded cat, I got stuck and had to be rescued myself.","motor","NIR","22.08.2023 21:45:44"
"374021140658","Property","closed"," CL!@Y@#2$ 5!@03!@4 #1@ A $L","","02.08.2027 07:08:10","Sussex Stockbrokers","low","GBP","fault","phone","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","ENG","22.08.2023 21:45:44"
"4566442009202","Commercial Auto Line","open"," #C!L@!Y@#0# 5 $6$!5@$7#4 $V$ P","26.04.2021","11.09.2024 20:48:58","Birmingham Bond Traders","medium","","fault","phone","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","ENG","22.08.2023 21:45:44"
"6638907118365","Road Risks","closed","$ C !L#@Y!@5$#9#4$!4$#3 @0@!K$!P","11.05.2023","30.03.2028 21:32:58","Manchester Money Managers","low","GBP","unknown","web","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","ENG","22.08.2023 21:45:44"
"8030927805086","Property","open","!@CLY@ 6 $9#@77 @8!$2@!Q N","08.11.2021","26.02.2026 13:19:49","Nottinghamshire Investment Advisors","","","non-fault","web","While trying to take a selfie with a dolphin at the aquarium, my phone slipped out of my hand and fell into the dolphin tank.","motor","WAL","22.08.2023 21:45:44"
"2870140436220","Commercial Auto Line","closed","@C@!L Y$ 3 0!$6@84 !9 !K#$O","14.03.2022","21.12.2025 10:53:57","Cardiff Capital Trust","medium","","fault","phone","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","ENG","22.08.2023 21:45:44"
"1497726575294","Property","open","#$C L#@Y!53!@4!@824# Y!#F","20.01.2023","07.12.2023 02:10:29","Nottinghamshire Investment Bank","high","GBP","unknown","web","I decided to test the slipperiness of a banana peel by stepping on it, but it sent me sliding across the floor and crashing into a bookshelf.","motor","SCO","22.08.2023 21:45:44"
"350770356632","Personal Auto Line","closed","C@#L@#Y@#0$ 6$7@7#7@!5 !B#!S","28.11.2021","24.01.2028 10:22:15","Norfolk Investment Solutions","medium","","non-fault","phone","I thought it would be funny to try riding a unicycle while juggling knives, but it quickly turned into a chaotic scene with knives flying in all directions.","motor","NIR","22.08.2023 21:45:44"
"440836408587","Personal Auto Line","open","!$C#!L# Y2!#3# 1!@4 !2!@4 @K #A","01.08.2021","26.12.2027 01:26:58","Manchester Money Lenders","medium","GBP","unknown","web","I decided to test the durability of a watermelon by dropping it from a balcony, but it shattered upon impact and made a mess on the sidewalk.","motor","SCO","22.08.2023 21:45:44"
"1627215737384","Property","closed","@C@!L#@Y#$3#!19 #76@$0C$T","30.08.2019","07.04.2025 07:14:10","Britannia Brokers","medium","EUR","not applicable","web","I thought it would be amusing to try riding a unicycle while juggling knives, but it quickly turned into a chaotic scene with knives flying in all directions.","motor","SCO","22.08.2023 21:45:44"
"7745534101364","Commercial Auto Line","open","$C$@L$Y$0#71$!4@$5$@4!#W #C","15.08.2020","25.09.2025 10:42:44","Oxfordshire Options Trading","medium","GBP","non-fault","web","","motor","ENG","22.08.2023 21:45:44"
